"","min","max","mean","sd","range","sum","zeroes","duplicates"
"25",-263.893615722656,51773.83203125,3745.93749639767,8236.25211501699,52037.7256469727,207135359.800806,24830,0
"26",-263.893615722656,51773.83203125,3745.93749639767,8236.25211501699,52037.7256469727,207135359.800806,24830,0
"27",-263.893615722656,51773.83203125,3745.93749639767,8236.25211501699,52037.7256469727,207135359.800806,24830,0
"28",-263.893615722656,51773.83203125,3745.93749639767,8236.25211501699,52037.7256469727,207135359.800806,24830,0
"29",-263.893615722656,51773.83203125,3745.93749639767,8236.25211501699,52037.7256469727,207135359.800806,24830,0
"30",-263.893615722656,51773.83203125,3745.93749639767,8236.25211501699,52037.7256469727,207135359.800806,24830,0
"31",5.32740821604176e-15,4.74276795614514e-08,3.02837192137695e-10,1.54020881719557e-09,4.74276742340432e-08,1.6745685376446e-05,0,0
"32",1.93367076297963e-15,5.42402354142268e-08,2.57407344550759e-10,1.33569774744205e-09,5.42402334805561e-08,1.42335965242788e-05,0,0
"33",3.99828392575884e-15,5.2810960937677e-08,3.00369419207571e-10,1.55225299130456e-09,5.28109569393931e-08,1.66092274045018e-05,0,0
"34",3.02249011206062e-15,2.72930282818606e-08,2.35515312937756e-10,9.15897465920097e-10,2.72930252593705e-08,1.30230547442062e-05,0,0
"35",4.00706257522418e-15,3.3590019654639e-08,2.75622759221747e-10,9.97931039339118e-10,3.35900156475765e-08,1.52408360939257e-05,0,0
"36",1.97268997096961e-15,4.33612932226879e-08,3.0069138657915e-10,1.14438945171158e-09,4.33612912499979e-08,1.66270309122807e-05,0,0
"37",1.22737435161489e-15,3.61148266847522e-08,4.07208008069082e-10,1.41259160998949e-09,3.61148254573778e-08,2.25169740141879e-05,0,0
"38",3.83004158309398e-15,7.43804875469323e-08,5.30665428326597e-10,1.94465926219229e-09,7.43804837168907e-08,2.93436755247475e-05,0,0
"39",4.12210743715321e-15,1.35159169190047e-07,4.49741971700942e-10,2.0607121393766e-09,1.35159165067939e-07,2.48689320671753e-05,0,0
"40",1.1917994972258e-14,1.23370398341649e-07,3.20506281589636e-10,1.65169706522282e-09,1.23370386423654e-07,1.77227153467805e-05,0,0
"41",0,2.32506096153884e-07,1.5623771966342e-08,2.89734708308072e-08,2.32506096153884e-07,0.000863932094650848,16808,0
"42",0,2.07059898116313e-07,1.59028172801725e-08,2.78504591820398e-08,2.07059898116313e-07,0.00087936218432442,17141,0
"43",0,2.27735924340777e-07,1.56720540783783e-08,2.71897058433145e-08,2.27735924340777e-07,0.000866601902318009,14884,0
"44",0,2.20020453411962e-07,1.58636488099585e-08,2.63563847900925e-08,2.20020453411962e-07,0.000877196324595466,15165,0
"45",0,2.75028014584677e-07,1.6213213756494e-08,2.72556050584156e-08,2.75028014584677e-07,0.000896525867879094,14842,0
"46",0,3.01340890018764e-07,1.67611793813554e-08,2.83464852217289e-08,3.01340890018764e-07,0.000926826175071428,14755,0
"47",0,2.79190118135375e-07,1.7307079675058e-08,2.92649113381544e-08,2.79190118135375e-07,0.000957012277712007,14209,0
"48",0,2.65650811570595e-07,1.64160129299817e-08,2.97619248306322e-08,2.65650811570595e-07,0.000907739850976269,13678,0
"49",0,2.55719044162106e-07,1.53044092179249e-08,2.83074901869001e-08,2.55719044162106e-07,0.000846272612114378,12605,0
"50",0,2.45583123614779e-07,1.52140480353135e-08,2.80847011019335e-08,2.45583123614779e-07,0.000841276000160694,13520,0
"51",-7.96404586420136e-22,1.64882422382107e-07,4.17835083618702e-09,8.91294630691147e-09,1.64882422382107e-07,0.000231046087837798,1226,0
"52",-9.92837565629997e-22,1.22886959275093e-07,4.05822333775497e-09,7.63367583957893e-09,1.22886959275094e-07,0.000224403517684499,1155,0
"53",-7.84595654213339e-22,1.26469231531701e-07,4.2501387517619e-09,7.98944942896028e-09,1.26469231531701e-07,0.000235015672417426,786,0
"54",-3.9094391460137e-22,2.88808081450043e-07,4.07394138811712e-09,8.52829370575183e-09,2.88808081450043e-07,0.000225272662997324,456,0
"55",-9.9102730024647e-22,1.77071314055866e-07,3.92150186400825e-09,7.77856231808199e-09,1.77071314055866e-07,0.0002168433670722,362,0
"56",-6.57732785240575e-22,1.37875261430054e-07,3.462087149144e-09,7.60936729440597e-09,1.37875261430054e-07,0.000191439570999067,652,0
"57",-6.31947711661061e-22,1.14679821194841e-07,3.41191516379459e-09,7.70796092375369e-09,1.14679821194841e-07,0.000188665260897186,1248,0
"58",-7.72397668429862e-22,8.25294890205441e-08,3.67276418104269e-09,7.80816446640649e-09,8.25294890205449e-08,0.000203089168154937,1966,0
"59",-1.27249660727457e-21,1.35437602466482e-07,4.32507317228301e-09,8.23212557459399e-09,1.35437602466483e-07,0.000239159246134561,1168,0
"60",-1.62236149269344e-21,1.35525851874263e-07,5.04522010398403e-09,8.71834003407277e-09,1.35525851874265e-07,0.000278980490869901,773,0
"61",0,5.65813365938084e-07,1.60519017219671e-09,9.85782300910493e-09,5.65813365938084e-07,8.87605957617894e-05,21925,0
"62",0,5.62271679882542e-07,1.62315240561447e-09,9.85271701671379e-09,5.62271679882542e-07,8.97538354208577e-05,20547,0
"63",0,5.34158061782364e-07,1.58100302966633e-09,9.48001273711926e-09,5.34158061782364e-07,8.74231435284292e-05,20661,0
"64",0,4.92665151341498e-07,1.50034632992582e-09,8.877436434864e-09,4.92665151341498e-07,8.29631506595784e-05,20491,0
"65",0,4.87791567138629e-07,1.45341473067008e-09,8.59590810994439e-09,4.87791567138629e-07,8.03680209471329e-05,20701,0
"66",0,5.14647410909674e-07,1.48649768908862e-09,8.87709797166192e-09,5.14647410909674e-07,8.21973762158445e-05,20545,0
"67",0,5.26447195170476e-07,1.47372270184194e-09,8.91809136894135e-09,5.26447195170476e-07,8.14909705210521e-05,20244,0
"68",0,5.32052979451691e-07,1.4776528676385e-09,8.9491396839729e-09,5.32052979451691e-07,8.17082929689385e-05,20126,0
"69",0,5.02208479247201e-07,1.49138430308578e-09,8.85684349196323e-09,5.02208479247201e-07,8.24675864234315e-05,19999,0
"70",0,4.88112561924936e-07,1.51149175450987e-09,8.87308245936625e-09,4.88112561924936e-07,8.35794480573777e-05,20016,0
"71",-1.34749015501257e-07,1.59109958985937e-07,1.24309567714224e-09,1.25010832209693e-08,2.93858974487193e-07,6.87382185632575e-05,42477,6
"72",-1.31562174487954e-07,1.95242733980194e-07,8.60236617170618e-10,1.2285301843133e-08,3.26804908468148e-07,4.75676439830665e-05,42554,6
"73",-1.08612766780425e-07,2.216035852598e-07,6.87736022646399e-10,1.3404765977141e-08,3.30216352040225e-07,3.80290511082553e-05,42528,6
"74",-1.12653566475274e-07,2.13030247664392e-07,-2.22089341052292e-10,1.57178151232505e-08,3.25683814139666e-07,-1.22806522028275e-05,42530,6
"75",-1.45953862329407e-07,3.0742364742764e-07,-2.4437977405641e-09,1.92884883071136e-08,4.53377509757047e-07,-0.000135132239862233,42306,5
"76",-1.61675515641946e-07,2.65858830061916e-07,-3.41583422621583e-09,1.86853855350084e-08,4.27534345703862e-07,-0.00018888196937283,41773,4
"77",-1.53866665186797e-07,2.23121091380563e-07,-2.39977670277555e-09,1.56369204939953e-08,3.7698775656736e-07,-0.000132698052556677,41741,4
"78",-1.28825746514849e-07,2.18914507854606e-07,-1.26808399912329e-09,1.37512538935136e-08,3.47740254369455e-07,-7.01199728155217e-05,41742,3
"79",-1.16877210132316e-07,1.78558039465315e-07,-5.2964848856729e-10,1.2258619087484e-08,2.95435249597631e-07,-2.92874428238169e-05,41756,3
"80",-1.16337076860873e-07,2.47013247189898e-07,1.26373502101013e-09,1.39014050830505e-08,3.63350324050771e-07,6.98794917217763e-05,41904,4
"81",-2.51718752508623e-08,3.22391997542582e-08,-7.69101295597837e-10,2.69138228436042e-09,5.74110750051204e-08,-4.2528225241378e-05,17198,0
"82",-2.37390036517127e-08,3.03527052381014e-08,-6.29713006770076e-10,2.59443216536519e-09,5.40917088898141e-08,-3.48206104223581e-05,17198,0
"83",-2.12398507670741e-08,2.46499443079529e-08,-5.0978117769943e-10,2.17769281566129e-09,4.5889795075027e-08,-2.81888600020677e-05,17198,0
"84",-1.66160205594679e-08,2.69319517798294e-08,-4.62825412667875e-10,1.74456923908155e-09,4.35479723392973e-08,-2.55923940188828e-05,17198,0
"85",-1.57745780882124e-08,1.02087094333569e-08,-4.78601536759187e-10,1.73974450190813e-09,2.59832875215693e-08,-2.6464750576636e-05,17198,0
"86",-1.53098334010338e-08,1.27803643223956e-08,-4.82807700561992e-10,1.98524515957753e-09,2.80901977234294e-08,-2.66973346102759e-05,17198,0
"87",-1.63364557437262e-08,1.47781182846529e-08,-4.11060406707228e-10,2.03594483061689e-09,3.11145740283791e-08,-2.27299962492829e-05,17198,0
"88",-1.70092508966491e-08,2.89522414931298e-08,-4.09067564321572e-10,2.22029538262854e-09,4.59614923897789e-08,-2.26198000367256e-05,17198,0
"89",-2.01336884941838e-08,1.34277051699883e-08,-5.48749063253131e-10,2.28589676401286e-09,3.35613936641721e-08,-3.03436282016451e-05,17198,0
"90",-1.78084444968363e-08,1.69220513157597e-08,-6.9312906565864e-10,2.31442888265339e-09,3.4730495812596e-08,-3.83272648146602e-05,17198,0
"91",2.01818813397314e-14,4.96991225951149e-10,1.43681187521328e-11,1.64981027566653e-11,4.96971044069809e-10,7.94499494517938e-07,0,0
"92",1.93951554442557e-14,3.75616898695696e-10,1.38081247901818e-11,1.48985485693129e-11,3.75597503540252e-10,7.63534068397892e-07,0,0
"93",1.71047190625738e-14,3.78316350468921e-10,1.20952589974259e-11,1.50886944817322e-11,3.78299245749859e-10,6.68819441521661e-07,0,0
"94",1.33522318161304e-14,5.55190338147327e-10,1.06289738155067e-11,1.58798823753611e-11,5.55176985915511e-10,5.87739736102259e-07,0,0
"95",1.15833161611718e-14,5.46250933375347e-10,8.59771749255802e-12,1.51911714823764e-11,5.46239350059186e-10,4.75419386468488e-07,0,0
"96",2.63313151258092e-15,3.413773430605e-10,7.26251578699133e-12,1.32905075343512e-11,3.41374709928988e-10,4.01588072957473e-07,0,0
"97",1.15613458205859e-14,6.42674802264764e-10,6.72975268776753e-12,1.41754647228953e-11,6.42663240918944e-10,3.72128404622793e-07,0,0
"98",1.75885493642431e-14,6.51695752917902e-10,6.44267783697928e-12,1.44410795905478e-11,6.51678164368538e-10,3.56254313673606e-07,0,0
"99",1.93085395491354e-14,7.59248663939616e-10,7.02175432712965e-12,1.56689427530114e-11,7.59229355400067e-10,3.88274927272961e-07,0,0
"100",1.31789771560002e-14,4.21363860469981e-10,8.29582396940736e-12,1.57235156174646e-11,4.21350681492825e-10,4.58725882212349e-07,0,0
"101",3.22383899732641e-22,7.15249942606633e-11,2.09167100392887e-12,5.89146339211693e-12,7.15249942603409e-11,1.15661039833251e-07,0,0
"102",2.71255994307967e-22,6.0647029065386e-11,2.1520816851776e-12,5.71748851320018e-12,6.06470290651147e-11,1.1900150886358e-07,0,0
"103",3.24382582965658e-22,6.14112372065989e-11,2.15117408706045e-12,5.62122601097228e-12,6.14112372062745e-11,1.18951322318095e-07,0,0
"104",2.61919945401534e-22,6.86866119536944e-11,2.28533763214285e-12,5.57004555557972e-12,6.86866119534325e-11,1.26370029706971e-07,0,0
"105",2.67994729729813e-22,1.22930998713855e-10,2.0626771330825e-12,5.12599803415798e-12,1.22930998713587e-10,1.1405779475093e-07,0,0
"106",2.36565425793203e-22,8.15104442275505e-11,1.81349526172322e-12,4.51942090606482e-12,8.15104442273139e-11,1.00279033992247e-07,0,0
"107",2.34047356540188e-22,6.92519930289848e-11,1.52404580364074e-12,4.10021832544866e-12,6.92519930287507e-11,8.42736367581182e-08,0,0
"108",1.59819463157691e-21,7.49529049937081e-11,1.3509319900532e-12,4.03540754004001e-12,7.49529049921099e-11,7.47011353219817e-08,0,0
"109",1.36581281915402e-21,5.81693200552014e-11,1.29472284063536e-12,3.82717970902087e-12,5.81693200538356e-11,7.1592994195773e-08,0,0
"110",3.23442482909866e-21,6.52108922416517e-11,1.41891472783811e-12,4.18954124362885e-12,6.52108922384172e-11,7.8460308790536e-08,0,0
"111",-236.019607543945,0.000307280104607344,-42.9013635306012,43.6771038261525,236.01991482405,-2372273.79778812,5493,0
"112",-199.803588867188,0.366681814193726,-42.0525968639409,38.9245467403524,200.170270681381,-2325340.39618848,2605,0
"113",-189.536331176758,1.36668002605438,-38.9062198637922,32.6109906992141,190.903011202812,-2151358.33358825,0,0
"114",-197.858642578125,0.941344857215881,-37.4117984195101,32.0755035276913,198.799987435341,-2068722.80540523,1494,0
"115",-216.490280151367,0.604810655117035,-36.7558698067651,35.4397514470285,217.095090806484,-2032452.57683488,4674,0
"116",-237.755584716797,6.40931757516228e-05,-39.730946572039,40.3396753007222,237.755648809973,-2196962.42164747,6938,0
"117",-223.565643310547,0.000719469273462892,-43.6578149967219,40.2850551431114,223.56636277982,-2414102.53805874,5781,0
"118",-215.441253662109,0.000367137836292386,-43.2672684042837,37.0343618404077,215.441620799946,-2392506.87368327,2971,0
"119",-217.02375793457,3.64003141864466e-12,-40.9287547548172,32.0519005625121,217.023757934574,-2263196.42292237,16,0
"120",-201.784362792969,0.487796574831009,-39.3453088982262,34.4059623847048,202.2721593678,-2175638.20083631,1145,0
"121",-0.451547980308533,0.34055107831955,-0.0125810077471221,0.0877285817390074,0.792099058628082,-695.679404384862,0,0
"122",-0.413044363260269,0.335168927907944,-0.01703961607363,0.077417324749904,0.748213291168213,-942.222610407445,0,0
"123",-0.427540451288223,0.323716759681702,-0.00991515803568553,0.0780338210169307,0.751257210969925,-548.268578741267,0,0
"124",-0.808395504951477,0.542518734931946,-0.00954993630885734,0.0805164403106822,1.35091423988342,-528.073278134576,0,0
"125",-0.710753560066223,0.491146475076675,-0.00548743590877938,0.0734797981700959,1.2019000351429,-303.433256011865,0,0
"126",-0.884446024894714,0.494665145874023,-0.0115673964187903,0.0824830739546885,1.37911117076874,-639.630752373427,0,0
"127",-0.449311017990112,0.463998436927795,-0.011709639331894,0.0856934201169573,0.913309454917908,-647.496216496409,0,0
"128",-0.723363995552063,0.648059904575348,-0.0157688300251484,0.0930362930862124,1.37142390012741,-871.953225070608,0,0
"129",-0.657040476799011,0.359125018119812,-0.0196684476057337,0.0875158396038528,1.01616549491882,-1087.58647880665,0,0
"130",-0.488202691078186,0.293428361415863,-0.0170127079343336,0.0831952030532786,0.781631052494049,-940.734697936912,0,0
"131",-0.334819406270981,0.494039535522461,0.00563585795712498,0.0553459743407233,0.828858941793442,311.640401597183,0,0
"132",-0.320735782384872,0.447057217359543,0.00271134814353959,0.0450531193772582,0.767792999744415,149.926706945165,0,0
"133",-0.287139892578125,0.317475587129593,0.00235632123742534,0.0428858226400617,0.604615479707718,130.295139144671,0,0
"134",-0.473740637302399,0.212038099765778,0.00118494380306341,0.0447271786477512,0.685778737068176,65.5226525341945,0,0
"135",-0.387977927923203,0.229248285293579,-0.00191198543028272,0.0404168659499606,0.617226213216782,-105.725146352913,0,0
"136",-0.494440108537674,0.19775390625,-0.0058321538578549,0.0465592984786463,0.692194014787674,-322.494779723944,0,0
"137",-0.485392212867737,0.20313236117363,-0.00491776786666997,0.0469324900014908,0.688524574041367,-271.932891955383,0,0
"138",-0.519051790237427,0.224832862615585,-0.00786475779926408,0.0499931516238792,0.743884652853012,-434.889647268107,0,0
"139",-0.389472603797913,0.264673948287964,-0.0035174428563603,0.0426652766883247,0.654146552085876,-194.500520185299,0,0
"140",-0.26384100317955,0.329879552125931,-0.00201145700674825,0.0408639222107797,0.593720555305481,-111.225526645151,0,0
"141",0,0.475439339876175,0.0337835345656624,0.0403348833081009,0.475439339876175,1868.09432734287,213,0
"142",0,0.385250091552734,0.0331883140954676,0.0394527460781546,0.385250091552734,1835.18101622297,136,0
"143",5.58036733365361e-23,0.368521928787231,0.0321094107598948,0.0365764723935199,0.368521928787231,1775.52197737914,0,0
"144",4.9097560470365e-23,0.399757236242294,0.0343994425679766,0.0387655026825071,0.399757236242294,1902.15157623884,0,0
"145",0,0.422064632177353,0.0340018901382299,0.0378106190071282,0.422064632177353,1880.16851708356,1,0
"146",0,0.56449943780899,0.0391931884720432,0.0390843825999542,0.56449943780899,2167.2265497501,70,0
"147",0,0.545248627662659,0.0445824530061902,0.0437261708170977,0.545248627662659,2465.23132143029,27,0
"148",0,0.601439476013184,0.0448624417887262,0.0464169304642984,0.601439476013184,2480.7135811494,146,0
"149",0,0.47718358039856,0.0398646212920166,0.0408405628623806,0.47718358039856,2204.35409896335,21,0
"150",1.88799484618956e-23,0.562310695648193,0.0362265307041536,0.0400291911284965,0.562310695648193,2003.18224181688,0,0
"151",0,4.4721360206604,1.26016795137149,0.532951567494128,4.4721360206604,69682.2470390378,97,0
"152",0,4.4721360206604,1.22457342677517,0.548943124010437,4.4721360206604,67714.0122069595,530,0
"153",0,4.36438369750977,1.28280618682491,0.559683899054617,4.36438369750977,70934.0509066703,128,0
"154",0,4.4721360206604,1.26405583916441,0.578825343167065,4.4721360206604,69897.2316824351,474,0
"155",0,4.4721360206604,1.25445075105394,0.55375705208387,4.4721360206604,69366.1087302789,254,0
"156",0,4.4721360206604,1.23953419330855,0.550570465536094,4.4721360206604,68541.2827531896,263,0
"157",0,4.4721360206604,1.24680733884778,0.538956518210669,4.4721360206604,68943.4586089267,231,0
"158",0,4.4721360206604,1.26155283998694,0.535650064057277,4.4721360206604,69758.8258399176,258,0
"159",0,4.4721360206604,1.30394024204946,0.523666819061687,4.4721360206604,72102.679624367,95,0
"160",0,4.4721360206604,1.30852363070927,0.552767526263909,4.4721360206604,72356.1226836997,149,0
"161",0,0.999028444290161,0.464509388216996,0.256856691752775,0.999028444290161,25685.511130847,3640,0
"162",0,0.99875682592392,0.474133622324018,0.26142819000688,0.99875682592392,26217.6927800289,3619,0
"163",0,0.984900176525116,0.456913417020362,0.239498342141586,0.984900176525116,25265.484307558,2948,0
"164",0,0.972113907337189,0.438674875761189,0.235448064597505,0.972113907337189,24256.9659300907,3018,0
"165",0,0.958389043807983,0.420571609691681,0.239438937420857,0.958389043807983,23255.9277295112,2257,0
"166",0,0.998008191585541,0.439791985512402,0.259546012774212,0.998008191585541,24318.7376308938,3303,0
"167",0,0.998370110988617,0.457425610371442,0.278282694060078,0.998370110988617,25293.8065510993,3090,0
"168",0,0.994882702827454,0.457103737216933,0.273402772156093,0.994882702827454,25276.0082531475,3307,0
"169",0,0.991442143917084,0.456619669884216,0.247847592536807,0.991442143917084,25249.2412659176,3293,0
"170",0,0.97979062795639,0.465088666210305,0.255795991002559,0.97979062795639,25717.542886765,3162,0
"171",225.173873901367,304.394470214844,275.325647527697,21.6569755302892,79.2205963134766,15224407.0056915,0,0
"172",226.748519897461,306.278472900391,275.070063793273,22.6285225612327,79.5299530029297,15210274.2475128,0,0
"173",216.505874633789,307.554962158203,275.259006977081,23.5375968090165,91.0490875244141,15220722.0498047,0,0
"174",204.329299926758,309.413208007812,276.0066752936,23.574195457037,105.083908081055,15262065.1170349,0,0
"175",201.787933349609,312.144226074219,278.243007258961,21.9348283073471,110.356292724609,15385725.3293915,0,0
"176",201.899917602539,313.589599609375,279.386070326247,22.7033064952984,111.689682006836,15448932.1447601,0,0
"177",204.221221923828,316.920654296875,280.104158642115,22.7454646747401,112.699432373047,15488639.5562744,0,0
"178",200.769332885742,316.014526367188,279.358997566005,23.5683073846887,115.245193481445,15447435.1294098,0,0
"179",206.167236328125,310.882476806641,278.146862254099,23.0898222577818,104.715240478516,15380408.8952026,0,0
"180",214.433944702148,305.501708984375,276.868355170168,22.1634774584601,91.0677642822266,15309712.5674896,0,0
"181",4.43407582419636e-22,1.02760280284997e-08,6.87174120370509e-11,3.37070717543488e-10,1.02760280284993e-08,3.79979801600076e-06,0,0
"182",1.52440732516364e-18,1.13822409275599e-08,9.67113735031008e-11,4.59516816944481e-10,1.13822409260355e-08,5.34775210922746e-06,0,0
"183",3.83933772005926e-18,1.2463562626408e-08,1.01284159742577e-10,4.99897429820101e-10,1.24635626225687e-08,5.60060889712552e-06,0,0
"184",2.12770106177396e-18,1.29001254123295e-08,9.7491014635422e-11,4.80842776953853e-10,1.29001254102018e-08,5.39086314528029e-06,0,0
"185",8.65334814615404e-18,1.2780509095478e-08,8.74586046787237e-11,4.22573825877442e-10,1.27805090868247e-08,4.83611100431471e-06,0,0
"186",3.25412620333814e-19,1.21507985895164e-08,7.958178688884e-11,3.5907493234298e-10,1.2150798589191e-08,4.4005544878053e-06,0,0
"187",1.49882417978103e-18,1.06807043209756e-08,8.69442080534377e-11,3.95083754801472e-10,1.06807043194767e-08,4.80766692852289e-06,0,0
"188",4.81662969350443e-18,1.10921902773953e-08,9.30849447895997e-11,4.41084886574528e-10,1.10921902725786e-08,5.14722510708571e-06,0,0
"189",1.36648003806106e-18,1.13629443632135e-08,9.45594325678238e-11,4.44656053274175e-10,1.1362944361847e-08,5.22875838327038e-06,0,0
"190",5.78870363069985e-20,1.08907585172346e-08,9.34331778916012e-11,4.46507404049454e-10,1.08907585171768e-08,5.16648100469398e-06,0,0
"191",2.9194804556821e-21,1.51150189253713e-07,7.72824323427799e-10,4.55424789475441e-09,1.5115018925371e-07,4.27340937882635e-05,0,0
"192",1.1922034227538e-17,1.41099417305668e-06,1.20556370203985e-09,1.0549964867307e-08,1.41099417304476e-06,6.66628504679958e-05,0,0
"193",2.99534540601864e-17,7.20384491614823e-07,1.09142431170753e-09,8.43123468200936e-09,7.20384491584869e-07,6.03513987401797e-05,0,0
"194",1.59877783122882e-17,3.97211181279999e-07,9.94512181886627e-10,6.25527237090428e-09,3.97211181264012e-07,5.49925456096029e-05,0,0
"195",1.11999601466996e-17,1.02890248854237e-06,9.98744446530278e-10,8.025348537264e-09,1.02890248853117e-06,5.52265729153383e-05,0,0
"196",2.61716988641088e-18,5.62056413855316e-07,8.92125756035668e-10,6.55776949406047e-09,5.62056413852699e-07,4.93309858057483e-05,0,0
"197",2.98542035536183e-18,4.41072216972316e-07,8.17680640533604e-10,5.66099494448379e-09,4.4107221696933e-07,4.52144686989462e-05,0,0
"198",1.60000367153759e-18,1.25841768294777e-06,8.63936029287212e-10,9.35310638824424e-09,1.25841768294617e-06,4.77722066754657e-05,0,0
"199",5.33859224055396e-18,3.04800391859317e-06,1.09391389234835e-09,1.89577543807748e-08,3.04800391858783e-06,6.04890625912944e-05,0,0
"200",4.58201707675147e-19,4.04216734750662e-07,8.83735456068545e-10,5.85836390074477e-09,4.04216734750204e-07,4.88670357787663e-05,0,0
"201",-32.9208526611328,190.448257446289,51.4380335024103,29.5711295631973,223.369110107422,2844317.50054928,0,0
"202",-19.5788192749023,189.887252807617,53.0332937301683,26.4201565772358,209.46607208252,2932529.01010339,0,0
"203",-18.4381771087646,197.933288574219,52.8014180371922,26.2449009612701,216.371465682983,2919707.21178458,0,0
"204",-13.1965646743774,188.343124389648,52.069100935784,25.9618317412433,201.539689064026,2879213.00534511,0,0
"205",-18.0781898498535,168.476684570312,52.6525967985436,25.9891589267549,186.554874420166,2911477.99257227,0,0
"206",-23.2266883850098,177.065307617188,52.2454600384458,26.3132593460824,200.291996002197,2888964.9582859,0,0
"207",-16.7473983764648,176.016754150391,52.7236948062211,26.4057935895272,192.764152526855,2915409.4280048,0,0
"208",-14.6057748794556,182.210800170898,52.8779879439706,26.3214783217323,196.816575050354,2923941.2213498,0,0
"209",-13.9271049499512,192.505874633789,52.449780171343,26.3528718544917,206.43297958374,2900263.04435458,0,0
"210",-11.6547136306763,193.927764892578,51.4714129089984,26.4049529113552,205.582478523254,2846163.24821597,0,0
"211",3.0106813591323e-21,3.61503715851086e-08,3.41271435612202e-10,1.77544795850918e-09,3.61503715851056e-08,1.88709453036123e-05,0,0
"212",1.10681480889087e-17,5.05371460235438e-08,4.60665558234256e-10,2.25302538799817e-09,5.05371460124756e-08,2.54729627081214e-05,0,0
"213",2.89992449753248e-17,6.50492424369986e-08,4.87964290692172e-10,2.46503081807616e-09,6.50492424079994e-08,2.69824734181144e-05,0,0
"214",1.54339643485717e-17,6.88447627794631e-08,4.79804490343916e-10,2.5135316825141e-09,6.88447627640291e-08,2.65312690980572e-05,0,0
"215",6.05531942591279e-17,7.46556452213554e-08,4.4094259778889e-10,2.45190355110822e-09,7.46556451608022e-08,2.43823618873344e-05,0,0
"216",2.3569194269573e-18,8.522568606395e-08,4.09278615665299e-10,2.30502451171316e-09,8.52256860615931e-08,2.26314703318284e-05,0,0
"217",4.23773850874746e-18,7.1948171864733e-08,4.24071951083107e-10,2.27781091700515e-09,7.19481718604953e-08,2.34494826070915e-05,0,0
"218",7.8246843987627e-18,6.50660680889814e-08,4.42178896442388e-10,2.37492990566308e-09,6.50660680811567e-08,2.44507242576783e-05,0,0
"219",7.52170302963555e-18,8.56914610380954e-08,4.47095370277412e-10,2.48702107388872e-09,8.56914610305737e-08,2.47225855948598e-05,0,0
"220",4.25027965250832e-19,8.76301342600527e-08,4.44055378511671e-10,2.56809323947658e-09,8.76301342596277e-08,2.45544862101814e-05,0,0
